track_name,artist_name,artist_count,date_released,streams,bpm,key,danceability,valence,energy,acousticness,spotify_url
traitor,"Juan Cruz Toledo, Huilen Toledo",2,21/05/2021,1230855859,176,D#,29,12,33,68,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT?si=dc7d22fcb346404b
Toxic,BoyWithUke,1,10/09/2021,582981380,180,G#,59,69,61,84,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak?si=a5742a83a4ea4c40
drivers license,Olivia Rodrigo,1,08/01/2021,1858144199,144,A#,59,21,43,76,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH?si=5cec2b62af624c19
Oh My God,Adele,1,19/11/2021,466214729,88,C#,53,55,73,9,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX?si=1424de8b14434a08
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,05/01/2022,236940480,170,F,70,61,44,40,https://open.spotify.com/track/4TGwERXRlyQtBdggYTHo6j?si=998e3b7ad2704f4b
A Tale By Quincy,The Weeknd,1,07/01/2022,41924466,94,F,46,55,50,71,https://open.spotify.com/track/759ndr57jb0URg4j9YSWml?si=2f9594fa85c548ef
I AM WOMAN,Emmy Meli,1,18/11/2021,225259194,170,A#,65,46,47,12,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb?si=f553dd97f4264831
Medallo,"Justin Quiles, Lenny Tav��rez, BL",3,27/10/2021,393230256,90,E,79,79,70,57,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw?si=7b1c27e8533a41f6
It'll Be Okay,Shawn Mendes,1,01/12/2021,287201015,78,G,40,7,29,62,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD?si=baa123c0494a49ce
Softcore,The Neighbourhood,1,09/03/2018,599770206,94,D,57,36,58,5,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha?si=0d7e8391df41453c
Super Gremlin,Kodak Black,1,30/10/2021,342779426,73,D,83,11,41,0,https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF?si=ea91cbcb648b4e18
Todo De Ti,Rauw Alejandro,1,02/11/2020,1168642797,128,D#,81,57,63,40,https://open.spotify.com/track/4fSIb4hdOQ151TILNsSEaF?si=359e9938cc094aed
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,30/08/2019,540539717,120,G#,58,44,60,44,https://open.spotify.com/track/4FNQbYYqsrA5ZvnIUb7LPu?si=8bac0de74288497d
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,05/11/2021,383550148,82,D,63,85,62,6,https://open.spotify.com/track/11zAmQr1gZHnZNvRpwPK0k?si=4cde933517b94e0e
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,13/03/2020,530511203,95,D,77,40,47,2,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG?si=f9598853de9a4ec5
Tacones Rojos,Sebastian Yatra,1,22/10/2021,510876816,123,B,75,93,86,8,https://open.spotify.com/track/0Be7sopyKMv8Y8npsUkax2?si=6b5451d386574eda
Dakiti,"Bad Bunny, Jhay Cortez",2,30/10/2020,1763363713,110,E,73,14,57,40,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS?si=74c342a815e443ed
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,29/12/2021,374191487,96,C#,66,76,82,47,https://open.spotify.com/track/6VAS7m73rDopQe7BdrFMpD?si=27d6bc48e0ad4c95
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,16/09/2021,354065229,110,C#,86,31,53,43,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC?si=dda62b3612ef4a75
Butter,BTS,1,21/05/2021,1143647827,110,G#,79,70,36,0,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB?si=f63e65d2ab254507
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,07/01/2022,311395144,78,C#,77,49,42,1,https://open.spotify.com/track/3XOalgusokruzA5ZBA2Qcb?si=9105cb9aab7d4bef
You Right,"Doja Cat, The Weeknd",2,24/06/2021,672656250,129,G#,83,44,62,2,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez?si=f5e6b5518f964e06
deja vu,Olivia Rodrigo,1,01/04/2021,1256880657,181,A,44,22,60,61,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr?si=5d91e6b61bbd46bb
Dynamite,BTS,1,21/08/2020,1692897992,114,F#,75,74,77,1,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW?si=19fdb86398df47b1
TO THE MOON,Jnr Choi,1,05/11/2021,245095641,144,D,74,39,65,5,https://open.spotify.com/track/5vUnjhBzRJJIAOJPde6zDx?si=1b8cbc9299a846ad
Lost in the Fire,"The Weeknd, Gesaffelstein",2,11/01/2019,686734357,101,D,66,18,68,9,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS?si=86796e733bf6411f
Salimo de Noche,"Trueno, Tiago pzk",2,21/10/2021,261414174,84,D,67,78,63,29,https://open.spotify.com/track/6P096SaOzrgGxs8NWOfX7M?si=2dedc014f4ff4689
Volando - Remix,"Sech, Bad Bunny, Mora",3,08/07/2021,610045621,154,F#,66,63,69,21,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe?si=a903b7c6729f428d
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,05/03/2021,1115880852,148,F,59,72,62,18,https://open.spotify.com/track/4pryE6cN2gFL1FVF5fYINl?si=61c12a3a7e814178
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,03/09/2021,594482982,146,F,85,22,37,13,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6?si=8ae17f6f7a65438e
Don't Be Shy,"Ti��sto, Kar",2,01/08/2021,566954746,120,B,77,51,79,20,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB?si=7793d841c7a4467a
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,01/01/1970,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,110,A,53,75,69,7,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh?si=da213092158f4b12
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,19/11/2021,184937148,141,C#,59,56,63,12,https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp?si=ef32ae45a4724d94
Phantom Regret by Jim,The Weeknd,1,07/01/2022,31959571,108,A,46,23,48,75,https://open.spotify.com/track/1NlK2NtpuUazpziLhnJwEV?si=03446b87e1d74e82
Freaks,Surf Curse,1,10/05/2015,824420218,180,A,35,41,94,0,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr?si=a8cd625b864941e5
Acapulco,Jason Derulo,1,01/09/2021,363467642,122,A#,77,51,79,5,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ?si=38428e7f258c42ec
Daddy Issues,The Neighbourhood,1,30/10/2015,1127468248,85,A#,59,33,52,7,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5?si=b5ffa6ec4d2449a8
thought i was playing,"21 Savage, Gunna",2,07/01/2022,60680939,148,C#,68,29,73,0,https://open.spotify.com/track/5dqeWGM9sqLd5bZhyBikrZ?si=8c316ba4e0684dd8
ELEVEN,IVE,1,01/12/2021,247737946,120,A,83,59,73,6,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr?si=86dc44274cc346a2
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,24/07/2020,1699402402,91,G,70,76,72,22,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m?si=9c981abe513b4d0a
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,19/11/2021,154797871,120,E,72,54,71,26,https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG?si=e335ecf3cbf246c2
Miserable Man,David Kushner,1,07/01/2022,124407432,110,A#,63,31,35,93,https://open.spotify.com/track/6gPPoRYJwCsoB2VVdPJfmo?si=df67cf2871854557
happier,Olivia Rodrigo,1,21/05/2021,850608354,169,F#,39,36,45,81,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl?si=730d2742e8db443b
Praise God,Kanye West,1,29/08/2021,376333030,118,C#,80,21,55,1,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T?si=1e7a153cf87940ad
Get Into It (Yuh),Doja Cat,1,25/06/2021,516784627,92,G#,91,79,66,32,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb?si=319428f046b04da5
Before You Go,Lewis Capaldi,1,01/11/2019,1608045237,112,D#,45,19,60,63,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP?si=0f5c9c3c2e7d468c
Sky,Playboi Carti,1,25/12/2020,506778838,140,D,79,56,91,26,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ?si=ba79b8c3045d4592
Rolling in the Deep,Adele,1,29/11/2010,1472799873,105,G#,73,52,76,13,https://open.spotify.com/track/4OSBTYWVwsQhGLF9NHvIbR?si=e7df39b4a976412c
Sobrio,Maluma,1,08/07/2021,513643924,178,F,76,63,77,14,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w?si=7c5f4ccfb07a49dd
Peru,"Ed Sheeran, Fireboy DML",2,23/12/2021,261286503,108,G,96,71,42,57,https://open.spotify.com/track/3s1KwrLP0NlFWiWbjz6bfQ?si=03e0782c5edf4ff0
favorite crime,Olivia Rodrigo,1,21/05/2021,783706581,173,A,40,19,29,86,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8?si=b338a6c9d67c42e4
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,07/05/2021,422691058,101,C#,67,40,90,3,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB?si=1f0fd30148f34d53
The Feels,TWICE,1,01/10/2021,345903614,120,A,81,92,90,9,https://open.spotify.com/track/1utDFK1ARQcuZSwapf3cfb?si=7d29380003e742b8
No Lie,"Sean Paul, Dua Lipa",2,18/11/2016,956865266,102,G,74,45,89,5,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA?si=9179333ed6164506
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,13/08/2021,427486004,124,G#,79,79,84,2,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ?si=e05d11e79e0f4f15
Pope Is a Rockstar,SALES,1,20/04/2016,156658366,90,E,73,31,45,85,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2?si=388cde033cfe4eaa
2055,Sleepy hallow,1,14/04/2021,624515457,161,F#,78,65,52,46,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo?si=c932981a268e4089
Bored,Billie Eilish,1,30/03/2017,777765388,120,G,60,11,33,90,https://open.spotify.com/track/2SPbioo65CuUB3H0aW1ID5?si=a6bcf980014d482f
Astronaut In The Ocean,Masked Wolf,1,01/01/2019,1138474110,150,E,78,47,70,18,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277?si=3fbc424c5fb74678
Ley Seca,"Anuel Aa, Jhay Cortez",2,02/09/2021,355219175,105,G#,76,58,84,10,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n?si=98e8f1f6fed54a69
Every Summertime,NIKI,1,10/08/2021,290228626,79,F#,63,76,67,38,https://open.spotify.com/track/68HocO7fx9z0MgDU0ZPHro?si=9456883fbf4f4d6e
Talking To The Moon,Bruno Mars,1,04/10/2010,1062956628,146,C#,52,7,61,51,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU?si=4abf336c32c24175
you broke me first,Tate McRae,1,17/04/2020,1180094974,124,E,64,8,37,79,https://open.spotify.com/track/4l0RmWt52FxpVxMNni6i63?si=6eecff9db4de4e6c
The Nights,Avicii,1,01/01/2014,1456081449,126,F#,53,66,85,2,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc?si=5a6d2897f0284402
Take My Breath,The Weeknd,1,06/08/2021,432702334,121,G#,75,53,74,2,https://open.spotify.com/track/2vgUijXOTRMnWXDtvgMp2b?si=e1a8ea3951fe4e89
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,03/09/2021,489945871,136,B,80,33,60,0,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG?si=14a9ed713052449a
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,27/10/2021,1223481149,77,G,73,54,74,23,https://open.spotify.com/track/5UlnuulVAVmmesw4VzqHdG?si=9344f7409b804641
Dance Monkey,Tones and I,1,10/05/2019,2864791672,98,F#,82,54,59,69,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K?si=5fc2933744b84a9a
Lucid Dreams,Juice WRLD,1,15/06/2017,2288695111,84,B,44,22,48,38,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR?si=c1728934ce3445f0
All of Me,John Legend,1,01/08/2013,2086124197,120,G#,42,33,26,92,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a?si=5a5c1fadd30e4d26
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,10/09/1991,1690192927,117,C#,52,73,91,0,https://open.spotify.com/track/0vYfKwaIDwY0IcKbMcqcY5?si=be837824a0194143
Arcade,Duncan Laurence,1,07/03/2019,991336132,72,A,45,27,33,82,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD?si=391c67a324a64691
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,03/09/2021,593917618,168,C#,67,29,47,5,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS?si=31c37b6767384261
Bar,"Tini, L-Gante",2,11/11/2021,200972675,94,C#,52,68,69,13,https://open.spotify.com/track/0lJE8f0lx8mUSfMyxeYpiC?si=af2681f26e854b74
The Rumbling (TV Size),SiM,1,10/01/2022,71014967,145,G#,41,65,88,0,https://open.spotify.com/track/6k0X05danQOXSBTVek5DU1?si=75e325f9a09a49e4
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,27/08/2021,560222750,134,C#,71,14,61,1,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN?si=f918855cbdd147d7
Mr. Brightside,The Killers,1,23/09/2003,1806617704,148,C#,35,24,93,0,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B?si=04641b79e1af4fde
Blessed-Cursed,ENHYPEN,1,10/01/2022,77337771,127,E,60,40,89,9,https://open.spotify.com/track/7ecbsiAQ6PNdiAq0hplVZo?si=f65e198f020e44a5
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,24/06/2021,528544703,172,F#,74,79,66,11,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho?si=72ef7c446ecb45a8
Streets,Doja Cat,1,07/11/2019,865640097,90,B,75,19,46,21,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf?si=ff95e020624a4a83
Shallow,"Lady Gaga, Bradley Cooper",2,27/09/2018,2159346687,96,G,57,30,40,38,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B?si=35bc8610f8d44f60
Polaroid Love,ENHYPEN,1,10/01/2022,211372494,138,G,74,65,67,46,https://open.spotify.com/track/5elW2CKSoqjYoJ32AGDxf1?si=2c4a0c5fc1864fb2
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,28/04/2021,651732901,120,G,72,67,72,0,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1?si=ab877c65a33c4e72
Permission to Dance,BTS,1,09/07/2021,608334048,125,A,70,65,74,1,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry?si=acbb606e93b347a1
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,15/01/2021,863756573,123,D,82,80,86,1,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit
RAPSTAR,Polo G,1,09/04/2021,797402345,81,F#,79,44,54,41,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg?si=8ea904c4f46b44e6
Till I Collapse,"Eminem, Nate Dogg",2,26/05/2002,1695712020,171,C#,55,10,85,7,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS?si=5f948c239a234ec6
Memories,Maroon 5,1,20/09/2019,1759567999,91,B,77,60,32,84,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI?si=36c610f816414ec5
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tav��rez, Sech, Dalex, Dimelo Flow, Rich Music",8,12/08/2021,223319934,84,G,56,61,76,10,https://open.spotify.com/track/5W1qmxHrMlQGGAiFA3ZQqP?si=bbd84d6af7db4157
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,07/01/2022,54937991,115,F,90,74,54,16,https://open.spotify.com/track/6tsVFchreYTt2OPXSOoFCX?si=879bf06e4ded4d1a
MAMIII,"Karol G, Becky G",2,10/02/2022,716591492,94,E,84,90,70,9,https://open.spotify.com/track/1ri9ZUkBJVFUdgwzCnfcYs?si=4156c624001d46c1
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,01/01/1999,1210599487,93,B,81,53,78,18,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep?si=699aa4c7887b4ea6
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,11/02/2022,246376690,130,D,51,50,76,30,https://open.spotify.com/track/7CAdT0HdiQNlt1C7xk2hep?si=548b3ff42c4440b0
Boyfriend,Dove Cameron,1,11/02/2022,496311364,180,G,35,23,61,23,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj?si=3879859b4c9044cc
The Next Episode,"Dr. Dre, Snoop Dogg",2,01/01/1999,843309044,95,D#,92,31,89,3,https://open.spotify.com/track/4LwU4Vp6od3Sb08CsP99GC?si=d5aaa7f4bb424812
Light Switch,Charlie Puth,1,19/01/2022,500340342,184,F#,69,91,63,11,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ?si=8398577c617745b1
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,11/02/2022,107255472,147,G#,47,50,80,10,https://open.spotify.com/track/4huBDGP4I3S0pYI0EaRN1c?si=1d63bb9f29aa4610
Brividi,"Mahmood, Blanco",2,02/02/2022,135079152,123,G,52,44,60,40,https://open.spotify.com/track/1ZMGp9MTXbtAPvcKa0U3zS?si=7429f01657984730
Lost,Frank Ocean,1,01/01/2012,822239726,123,A#,91,49,61,3,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723?si=489ed5c23940426e
In Da Club,50 Cent,1,01/01/2002,1202722675,90,F#,90,79,71,26,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC?si=a00d0b91514c41f1
she's all i wanna be,Tate McRae,1,04/02/2022,343197054,160,D,61,65,64,1,https://open.spotify.com/track/7l9IqDtVWJurTvkQHq1BGh?si=51dc182be1974c3b
Ginseng Strip 2002,Yung Lean,1,16/08/2013,240769997,115,C#,60,37,71,8,https://open.spotify.com/track/7v3rmoy5jcn4h5UqwQyCM3?si=fe3febfbbd8648ed
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,04/08/2019,426204830,141,D#,37,17,67,2,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG?si=9f1fd8bc3cbd4c92
Notion,The Rare Occasions,1,05/08/2016,421135627,160,A,31,30,88,7,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4?si=b7c6db291a6244a6
Formula,Labrinth,1,04/10/2019,554875730,145,B,57,23,66,4,https://open.spotify.com/track/6EtKlIQmGPB9SX8UjDJG5s?si=236b0aa0da174c82
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,24/07/2020,327498031,95,F,84,49,72,8,https://open.spotify.com/track/29m79w9xPMH4YCD6r8JSmV?si=d0158f31f1c2465b
Cigarettes,Juice WRLD,1,10/12/2021,185408548,160,D,60,47,62,3,https://open.spotify.com/track/1CfuBY3BDdKpooQ9L5zgUc?si=1229833e29af40d2
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,28/12/1995,579395142,92,G,77,76,84,3,https://open.spotify.com/track/1zuIPLPRFfTDGHjSyktEDj?si=d1e139fde12a4e21
Forgot About Dre,"Eminem, Dr. Dre",2,01/01/1999,675039469,134,G#,93,61,74,9,https://open.spotify.com/track/7iXF2W9vKmDoGAhlHdpyIa?si=688f9e2f16b64cf6
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,19/11/2021,252871192,172,B,31,4,86,1,https://open.spotify.com/track/7AVyve7cFYTd51ha5i9kE2?si=9488b234ccc74f30
Mujeriego,Ryan Castro,1,17/12/2021,231996128,80,A,76,92,62,6,https://open.spotify.com/track/78kygHp1dvW1kncYjBgbe1?si=41c082455a454fd0
HUMBLE.,Kendrick Lamar,1,30/03/2017,1929770265,150,C#,91,42,60,0,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS?si=c8051a1f1e1b47d1
Stan,"Eminem, Dido",2,21/11/1999,918915401,80,F#,78,53,74,4,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz?si=7a02ed3cf0444d46
Contection,"GODZZ__-, Zakaria",2,16/01/2020,1180896317,166,A#,81,83,75,14,https://open.spotify.com/track/67lQI1dToxGUZHlZYYdyEi?si=8c91e0fb93144067
Swim,Chase Atlantic,1,04/10/2017,498960285,120,G#,67,8,54,27,https://open.spotify.com/track/3M0lSi5WW79CXQamgSBIjx?si=6a53d9e0c7cd4004
Numb Little Bug,Em Beihold,1,28/01/2022,258714692,85,G#,74,61,52,30,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2?si=c29ecd4a127348d5
212,"Mainstreet, Chefin",2,15/01/2022,143139338,154,D,79,86,52,66,https://open.spotify.com/track/3QGxgNaqaFSpORp2OVLXHR?si=13bdc6dbb8744d59
Bussin,"Nicki Minaj, Lil Baby",2,11/02/2022,64714573,140,B,89,75,70,6,https://open.spotify.com/track/6ekmbMTgKn69HxruTkmXMu?si=3b3cc434bcfe4639
Worst Day,Future,1,11/02/2022,50746620,89,C#,65,60,60,11,https://open.spotify.com/track/5xWFnfdUho54EkKjqBtMLx?si=ffb08b6a2cee450c
Hrs and Hrs,Muni Long,1,19/11/2021,181328253,140,G#,51,66,53,60,https://open.spotify.com/track/3ncmoWTwJgx63LwMTyBCXf?si=0cb8bfd0b2254a33
Alien Blues,Vundabar,1,24/07/2015,370068639,82,D#,47,44,76,8,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x?si=bb0cb87bc7864523
Thinking Out Loud,Ed Sheeran,1,01/01/2014,2280566092,79,D,78,58,45,47,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f?si=4e854f724cc343f0
Still Don't Know My Name,Labrinth,1,04/10/2019,563902868,88,F,31,31,63,47,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV?si=75e9801bf4cf4955
Christmas Tree,V,1,24/12/2021,317622165,139,F,44,18,38,70,https://open.spotify.com/track/186NCtNk1tUYS7c2DxgJ7O?si=99c5d919dd9f450c
When I R.I.P.,Labrinth,1,04/10/2019,203680270,80,G#,39,45,55,73,https://open.spotify.com/track/2t16D9V5FmmRAJjsSpwvZf?si=fa68a7432b454e37
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,04/02/2022,81350745,120,C#,84,54,51,47,https://open.spotify.com/track/1PNs0uGru3TcrA94kpyGnc?si=65f0d4113fe64924
Forever,Labrinth,1,04/10/2019,282883169,80,E,56,19,46,92,https://open.spotify.com/track/6potEImiklXkwD9qFzpu15?si=fce819217ebe486a
Gospel (with Eminem),"Eminem, Dr. Dre",2,04/02/2022,64787943,117,C#,92,62,86,11,https://open.spotify.com/track/3a2jFwnts4Cf0OwJbK61SL?si=73f3c312bac64e10
NEW MAGIC WAND,"Tyler, The Creator",2,16/05/2019,461437791,140,F,62,46,73,10,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf?si=1c0e04a91d4e4cf4
Adore You,Harry Styles,1,06/12/2019,1439191367,99,G#,68,57,77,2,https://open.spotify.com/track/5AnCLGg35ziFOloEnXK4uu?si=2725c5caf0b94aff
La Santa,"Daddy Yankee, Bad Bunny",2,29/02/2020,759208783,93,C#,74,59,87,3,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK?si=482c4baf3cc644fb
Something In The Way - Remastered 2021,Nirvana,1,24/09/1991,368646862,106,G#,44,8,20,74,https://open.spotify.com/track/112T8L9nCLAvHHJB3ZBA5U?si=470c01f073e0485d
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,11/03/2022,299634472,124,G,81,68,63,17,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh?si=79b66218e6604b50
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,04/03/2022,756907987,95,G#,76,96,70,18,https://open.spotify.com/track/0QBzMgT7NIeoCYy3sJCof1?si=1718a9ff92ad4ecf
Envolver,Anitta,1,11/11/2021,546191065,92,E,81,40,73,15,https://open.spotify.com/track/3IAfUEeaXRX9s9UdKOJrFI?si=d16a235299a9496e
Starlight,Dave,1,03/03/2022,229473310,124,G,95,36,37,35,https://open.spotify.com/track/531KGXtBroSrOX9LVmiIgc?si=f778d9a076674881
Hati-Hati di Jalan,Tulus,1,03/03/2022,202677468,72,F#,64,76,44,70,https://open.spotify.com/track/2hHeGD57S0BcopfVcmehdl?si=50f26428a6b544d2
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,04/05/2004,527033089,95,A#,81,56,70,4,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS?si=b3780a0c00e84a8a
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,03/03/2022,94616487,71,C#,59,70,74,56,https://open.spotify.com/track/2dG9k8jtnkjzJjUToz9i9i?si=692131dc08024537
Jordan,Ryan Castro,1,30/04/2021,394030335,180,A#,80,71,68,6,https://open.spotify.com/track/6y8z28epOv5FlaxDv1Lo5B?si=7013d1f1e2d742d2
Nail Tech,Jack Harlow,1,18/02/2022,193443895,150,E,65,11,58,0,https://open.spotify.com/track/3ioJs8DQw527GmqJIp5gZG?si=be2c56943f604ba6
Ya No Somos Ni Seremos,Christian Nodal,1,18/02/2022,319757142,140,G,59,73,45,44,https://open.spotify.com/track/7CnmrsgrDklemSrdq8tuzL?si=ce444f5eaba743c2
Freaky Deaky,"Tyga, Doja Cat",2,25/02/2022,153240879,104,D,80,24,65,2,https://open.spotify.com/track/3vySEUpD0tc801F2WZDLYw?si=474941964f7c496d
this is what falling in love feels like,JVKE,1,03/09/2021,346127840,129,B,42,33,44,62,https://open.spotify.com/track/2PWTZV5znjLtZC5T1EVJvL?si=5cd3326d177b4cd9
La Zona,Bad Bunny,1,29/02/2020,312622938,94,C#,76,81,80,20,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j?si=c7936cfa9f2e42c6
Hope,XXXTENTACION,1,16/03/2018,1200808494,146,A,59,23,46,66,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah?si=c93edab34d2e4be0
Levitating,Dua Lipa,1,27/03/2020,797196073,103,F#,69,90,88,5,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP?si=2d39ccb050344641
Wake Me Up - Radio Edit,Avicii,1,01/01/2013,1970673297,124,D,53,66,78,0,https://open.spotify.com/track/0zhR9D6V7n3pAtETrkrH4g?si=3adfd1cb35304261
